"Name","Live Bytes","Live Objects"
"byte[]","37,000,824 B (53%)","287,796 (29.4%)"
"int[]","6,179,784 B (8.9%)","13,108 (1.3%)"
"java.lang.String","2,675,904 B (3.8%)","111,496 (11.4%)"
"java.lang.Object[]","2,629,832 B (3.8%)","49,168 (5%)"
"char[]","2,043,152 B (2.9%)","7,668 (0.8%)"
"java.lang.reflect.Method","1,857,768 B (2.7%)","21,111 (2.2%)"
"java.lang.Class","1,552,928 B (2.2%)","13,114 (1.3%)"
"java.util.concurrent.ConcurrentHashMap$Node","1,238,432 B (1.8%)","38,701 (4%)"
"java.util.jar.JarFile$1","970,800 B (1.4%)","60,675 (6.2%)"
"java.util.TreeMap$Entry","866,000 B (1.2%)","21,650 (2.2%)"
"java.lang.Class[]","570,808 B (0.8%)","25,414 (2.6%)"
"java.util.HashMap$Node[]","504,856 B (0.7%)","5,927 (0.6%)"
"java.util.LinkedHashMap$Entry","491,440 B (0.7%)","12,286 (1.3%)"
"java.util.HashMap$Node","481,536 B (0.7%)","15,048 (1.5%)"
"java.io.ObjectStreamClass$WeakClassKey","412,832 B (0.6%)","12,901 (1.3%)"
"java.lang.StringBuilder","399,840 B (0.6%)","16,660 (1.7%)"
"java.util.concurrent.ConcurrentHashMap$Node[]","391,880 B (0.6%)","505 (0.1%)"
"java.util.LinkedHashMap","343,000 B (0.5%)","6,125 (0.6%)"
"java.lang.Object","320,432 B (0.5%)","20,027 (2%)"
"org.h2.mvstore.MVMap[]","262,160 B (0.4%)","1 (0%)"
"long[]","254,376 B (0.4%)","1,076 (0.1%)"
"java.lang.reflect.Field","232,560 B (0.3%)","3,230 (0.3%)"
"java.net.URL","216,896 B (0.3%)","3,389 (0.3%)"
"java.util.HashMap","181,344 B (0.3%)","3,778 (0.4%)"
"java.lang.reflect.Constructor","146,400 B (0.2%)","1,830 (0.2%)"
"java.lang.invoke.MemberName","139,968 B (0.2%)","2,916 (0.3%)"
"java.util.TreeMap$KeyIterator","139,680 B (0.2%)","4,365 (0.4%)"
"java.lang.String[]","139,664 B (0.2%)","4,153 (0.4%)"
"java.lang.Class$ReflectionData","131,520 B (0.2%)","2,055 (0.2%)"
"java.lang.reflect.Method[]","129,520 B (0.2%)","2,228 (0.2%)"
"java.lang.ref.SoftReference","128,200 B (0.2%)","3,205 (0.3%)"
"org.springframework.core.MethodClassKey","126,480 B (0.2%)","5,270 (0.5%)"
"java.util.ArrayList","123,312 B (0.2%)","5,138 (0.5%)"
"java.util.jar.JarFile$JarFileEntry","103,584 B (0.1%)","1,079 (0.1%)"
"java.lang.invoke.LambdaForm$Name","99,232 B (0.1%)","3,101 (0.3%)"
"java.util.TreeMap","98,112 B (0.1%)","2,044 (0.2%)"
"java.lang.invoke.MethodType","95,080 B (0.1%)","2,377 (0.2%)"
"java.util.ArrayList$Itr","93,632 B (0.1%)","2,926 (0.3%)"
"java.util.LinkedHashMap$LinkedKeyIterator","86,880 B (0.1%)","2,715 (0.3%)"
"short[]","85,056 B (0.1%)","472 (0%)"
"java.lang.management.ThreadInfo","81,432 B (0.1%)","783 (0.1%)"
"java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry","81,120 B (0.1%)","2,535 (0.3%)"
"jdk.internal.org.objectweb.asm.Item","80,528 B (0.1%)","1,438 (0.1%)"
"java.io.ObjectStreamClass","79,976 B (0.1%)","769 (0.1%)"
"java.util.concurrent.ConcurrentHashMap","77,824 B (0.1%)","1,216 (0.1%)"
"org.springframework.core.ResolvableType","74,736 B (0.1%)","1,557 (0.2%)"
"sun.util.locale.LocaleObjectCache$CacheEntry","70,848 B (0.1%)","1,476 (0.2%)"
"java.util.TreeMap$EntryIterator","69,440 B (0.1%)","2,170 (0.2%)"
"java.util.Collections$UnmodifiableCollection$1","67,872 B (0.1%)","2,828 (0.3%)"
"java.lang.Integer","63,680 B (0.1%)","3,980 (0.4%)"
"jdk.internal.ref.CleanerImpl$PhantomCleanableRef","61,488 B (0.1%)","1,281 (0.1%)"
"org.unbescape.html.HtmlEscapeSymbols$Reference","59,592 B (0.1%)","2,483 (0.3%)"
"java.io.SerialCallbackContext","56,640 B (0.1%)","2,360 (0.2%)"
"org.springframework.util.ConcurrentReferenceHashMap$Segment","55,680 B (0.1%)","1,392 (0.1%)"
"java.util.zip.ZipFile$ZipFileInflaterInputStream","55,216 B (0.1%)","986 (0.1%)"
"java.lang.invoke.ResolvedMethodName","55,200 B (0.1%)","2,300 (0.2%)"
"org.springframework.util.ConcurrentReferenceHashMap$Reference[]","55,032 B (0.1%)","1,414 (0.1%)"
"java.lang.ref.ReferenceQueue","54,688 B (0.1%)","1,709 (0.2%)"
"java.security.CodeSource","53,920 B (0.1%)","1,348 (0.1%)"
"org.springframework.util.ConcurrentReferenceHashMap$SoftEntryReference","53,760 B (0.1%)","1,120 (0.1%)"
"java.util.concurrent.locks.ReentrantLock$NonfairSync","53,056 B (0.1%)","1,658 (0.2%)"
"java.nio.DirectByteBufferR","48,512 B (0.1%)","758 (0.1%)"
"java.util.zip.ZipFile$ZipFileInputStream","47,328 B (0.1%)","986 (0.1%)"
"java.util.WeakHashMap$Entry","47,240 B (0.1%)","1,181 (0.1%)"
"javax.management.openmbean.CompositeData[]","46,872 B (0.1%)","2,376 (0.2%)"
"javax.management.openmbean.CompositeDataSupport","46,776 B (0.1%)","1,949 (0.2%)"
"ch.qos.logback.classic.Logger","46,752 B (0.1%)","974 (0.1%)"
"jdk.internal.org.objectweb.asm.Item[]","43,760 B (0.1%)","43 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$HashEntry[]","43,008 B (0.1%)","96 (0%)"
"java.lang.invoke.DirectMethodHandle","42,496 B (0.1%)","1,328 (0.1%)"
"sun.reflect.generics.tree.SimpleClassTypeSignature","41,784 B (0.1%)","1,741 (0.2%)"
"java.lang.Long","41,400 B (0.1%)","1,725 (0.2%)"
"java.io.File","38,688 B (0.1%)","1,209 (0.1%)"
"org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader$ConfigurationClassBeanDefinition","38,272 B (0.1%)","208 (0%)"
"sun.reflect.annotation.AnnotationInvocationHandler","37,344 B (0.1%)","1,556 (0.2%)"
"org.springframework.core.annotation.TypeMappedAnnotations","37,240 B (0.1%)","931 (0.1%)"
"java.lang.StackTraceElement[]","36,576 B (0.1%)","1,571 (0.2%)"
"java.lang.StackTraceElement","34,896 B (0.1%)","727 (0.1%)"
"org.springframework.util.ConcurrentReferenceHashMap$ReferenceManager","33,408 B (0%)","1,392 (0.1%)"
"java.lang.Package$VersionInfo","32,920 B (0%)","823 (0.1%)"
"sun.reflect.generics.tree.TypeArgument[]","32,432 B (0%)","1,746 (0.2%)"
"char[][]","32,144 B (0%)","547 (0.1%)"
"java.util.TreeMap$EntrySet","31,856 B (0%)","1,991 (0.2%)"
"java.lang.ref.SoftReference[]","31,824 B (0%)","468 (0%)"
"jdk.internal.loader.URLClassPath$JarLoader$2","31,424 B (0%)","982 (0.1%)"
"java.util.TreeMap$KeySet","31,312 B (0%)","1,957 (0.2%)"
"java.lang.reflect.Constructor[]","31,240 B (0%)","1,351 (0.1%)"
"org.springframework.core.annotation.TypeMappedAnnotation","31,232 B (0%)","488 (0%)"
"org.springframework.beans.factory.support.RootBeanDefinition","29,920 B (0%)","170 (0%)"
"java.lang.Package","28,928 B (0%)","904 (0.1%)"
"org.h2.table.Column","28,424 B (0%)","323 (0%)"
"java.util.LinkedList$Node","28,416 B (0%)","1,184 (0.1%)"
"java.lang.invoke.LambdaForm$Name[]","28,344 B (0%)","424 (0%)"
"java.util.concurrent.CopyOnWriteArrayList","28,128 B (0%)","1,172 (0.1%)"
"java.lang.reflect.Type[]","28,120 B (0%)","1,223 (0.1%)"
"java.lang.ref.ReferenceQueue$Lock","27,408 B (0%)","1,713 (0.2%)"
"sun.reflect.generics.tree.ClassTypeSignature","26,928 B (0%)","1,683 (0.2%)"
"java.util.LinkedHashMap$LinkedKeySet","26,592 B (0%)","1,662 (0.2%)"
"java.util.HashSet","26,016 B (0%)","1,626 (0.2%)"
"org.springframework.util.ConcurrentReferenceHashMap$Entry","25,848 B (0%)","1,077 (0.1%)"
"org.springframework.core.annotation.TypeMappedAnnotations$MergedAnnotationFinder","25,568 B (0%)","799 (0.1%)"
"jdk.internal.org.objectweb.asm.MethodWriter","24,864 B (0%)","111 (0%)"
"java.util.LinkedHashSet","24,864 B (0%)","1,554 (0.2%)"
"sun.util.locale.BaseLocale","24,864 B (0%)","777 (0.1%)"
"sun.util.locale.BaseLocale$Key","24,864 B (0%)","777 (0.1%)"
"boolean[]","24,264 B (0%)","355 (0%)"
"java.lang.Class$AnnotationData","23,688 B (0%)","987 (0.1%)"
"java.util.zip.ZipFile$InflaterCleanupAction","23,664 B (0%)","986 (0.1%)"
"java.util.Locale","23,616 B (0%)","738 (0.1%)"
"java.util.LinkedList","23,616 B (0%)","738 (0.1%)"
"java.util.concurrent.atomic.AtomicInteger","23,520 B (0%)","1,470 (0.2%)"
"java.security.SecureClassLoader$1","23,472 B (0%)","978 (0.1%)"
"java.lang.reflect.Field[]","23,472 B (0%)","612 (0.1%)"
"java.util.Hashtable$Entry[]","22,376 B (0%)","325 (0%)"
"jdk.internal.reflect.NativeConstructorAccessorImpl","21,696 B (0%)","904 (0.1%)"
"java.nio.HeapByteBuffer","20,832 B (0%)","434 (0%)"
"java.lang.invoke.LambdaForm$NamedFunction","20,544 B (0%)","642 (0.1%)"
"java.lang.invoke.LambdaForm","20,064 B (0%)","418 (0%)"
"java.io.DataOutputStream","19,880 B (0%)","497 (0.1%)"
"java.util.RegularEnumSet","19,744 B (0%)","617 (0.1%)"
"java.util.TimSort","18,576 B (0%)","387 (0%)"
"java.lang.Module","18,480 B (0%)","330 (0%)"
"javax.management.ObjectName$Property[]","17,936 B (0%)","543 (0.1%)"
"org.thymeleaf.engine.HTMLAttributeName","17,760 B (0%)","444 (0%)"
"java.util.LinkedHashMap$LinkedValues","17,728 B (0%)","1,108 (0.1%)"
"org.thymeleaf.engine.Text","17,024 B (0%)","304 (0%)"
"org.springframework.core.MethodParameter","16,768 B (0%)","262 (0%)"
"java.security.SecureClassLoader$CodeSourceKey","16,544 B (0%)","1,034 (0.1%)"
"java.lang.invoke.MethodTypeForm","15,792 B (0%)","282 (0%)"
"jdk.internal.reflect.DelegatingClassLoader","15,664 B (0%)","178 (0%)"
"java.io.ObjectStreamClass$FieldReflectorKey","15,320 B (0%)","383 (0%)"
"java.util.Hashtable","15,168 B (0%)","316 (0%)"
"jdk.internal.reflect.DelegatingConstructorAccessorImpl","15,024 B (0%)","939 (0.1%)"
"java.security.ProtectionDomain","14,920 B (0%)","373 (0%)"
"java.lang.PublicMethods$MethodList","14,088 B (0%)","587 (0.1%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType[]","14,016 B (0%)","351 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$Elements","14,000 B (0%)","350 (0%)"
"java.io.ObjectInputStream$HandleTable$HandleList[]","13,560 B (0%)","219 (0%)"
"sun.reflect.generics.factory.CoreReflectionFactory","13,560 B (0%)","565 (0.1%)"
"org.apache.commons.logging.LogAdapter$Slf4jLocationAwareLog","13,416 B (0%)","559 (0.1%)"
"java.nio.StringCharBuffer","13,328 B (0%)","238 (0%)"
"org.springframework.core.ResolvableType[]","13,280 B (0%)","599 (0.1%)"
"java.io.ObjectOutputStream$HandleTable","13,200 B (0%)","330 (0%)"
"sun.rmi.transport.ConnectionInputStream","13,200 B (0%)","165 (0%)"
"java.lang.CharSequence[]","13,168 B (0%)","446 (0%)"
"java.lang.invoke.LambdaFormEditor$Transform","13,160 B (0%)","235 (0%)"
"sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl","13,104 B (0%)","546 (0.1%)"
"java.util.WeakHashMap$Entry[]","13,072 B (0%)","147 (0%)"
"org.springframework.core.annotation.AnnotationTypeMapping","13,032 B (0%)","181 (0%)"
"java.lang.invoke.DirectMethodHandle$Accessor","13,000 B (0%)","325 (0%)"
"sun.reflect.generics.repository.ClassRepository","12,928 B (0%)","404 (0%)"
"java.io.ObjectStreamField","12,880 B (0%)","322 (0%)"
"java.lang.management.MonitorInfo[]","12,544 B (0%)","784 (0.1%)"
"java.lang.invoke.BoundMethodHandle$Species_L","12,544 B (0%)","392 (0%)"
"java.lang.management.LockInfo[]","12,544 B (0%)","784 (0.1%)"
"org.thymeleaf.util.ProcessorConfigurationUtils$ElementTagProcessorWrapper","12,440 B (0%)","311 (0%)"
"java.util.Collections$UnmodifiableMap","12,224 B (0%)","382 (0%)"
"sun.rmi.transport.ConnectionOutputStream","11,880 B (0%)","165 (0%)"
"java.lang.reflect.ProxyGenerator$ConstantPool$IndirectEntry","11,664 B (0%)","486 (0%)"
"java.lang.ref.WeakReference","11,424 B (0%)","357 (0%)"
"java.util.Collections$UnmodifiableSet","11,344 B (0%)","709 (0.1%)"
"java.lang.management.LockInfo","11,136 B (0%)","464 (0%)"
"sun.reflect.generics.scope.ClassScope","11,088 B (0%)","462 (0%)"
"java.lang.String[][]","11,024 B (0%)","89 (0%)"
"java.lang.PublicMethods$Key","10,944 B (0%)","456 (0%)"
"org.springframework.core.convert.converter.GenericConverter$ConvertiblePair","10,920 B (0%)","455 (0%)"
"jdk.internal.math.FDBigInteger","10,912 B (0%)","341 (0%)"
"java.rmi.server.UID","10,816 B (0%)","338 (0%)"
"java.io.ObjectInputStream$BlockDataInputStream","10,752 B (0%)","192 (0%)"
"java.util.Hashtable$Entry","9,952 B (0%)","311 (0%)"
"org.thymeleaf.processor.element.MatchingAttributeName","9,856 B (0%)","308 (0%)"
"java.lang.invoke.DirectMethodHandle$Special","9,720 B (0%)","243 (0%)"
"sun.reflect.generics.tree.ClassSignature","9,696 B (0%)","404 (0%)"
"org.springframework.core.ResolvableType$DefaultVariableResolver","9,600 B (0%)","600 (0.1%)"
"org.springframework.beans.BeanMetadataAttribute","9,480 B (0%)","395 (0%)"
"jdk.internal.reflect.NativeMethodAccessorImpl","9,408 B (0%)","392 (0%)"
"java.util.zip.Inflater","9,408 B (0%)","147 (0%)"
"java.util.HashMap$ValueIterator","9,360 B (0%)","234 (0%)"
"java.lang.module.ModuleDescriptor$Exports","9,312 B (0%)","388 (0%)"
"sun.reflect.generics.tree.FormalTypeParameter[]","9,216 B (0%)","527 (0.1%)"
"org.springframework.beans.factory.annotation.AnnotatedGenericBeanDefinition","9,072 B (0%)","81 (0%)"
"java.util.regex.Pattern","9,064 B (0%)","103 (0%)"
"java.util.logging.LogManager$LoggerWeakRef","8,976 B (0%)","187 (0%)"
"java.util.Vector","8,960 B (0%)","280 (0%)"
"org.hibernate.validator.internal.engine.constraintvalidation.ClassBasedValidatorDescriptor","8,784 B (0%)","366 (0%)"
"sun.reflect.generics.tree.ClassTypeSignature[]","8,656 B (0%)","404 (0%)"
"org.apache.tomcat.util.buf.ByteChunk","8,640 B (0%)","180 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName","8,400 B (0%)","350 (0%)"
"org.springframework.boot.context.properties.source.PropertyMapping","8,304 B (0%)","346 (0%)"
"org.thymeleaf.engine.OpenElementTag","8,160 B (0%)","170 (0%)"
"org.h2.value.DataType","8,160 B (0%)","102 (0%)"
"sun.reflect.generics.tree.FieldTypeSignature[]","8,104 B (0%)","379 (0%)"
"javax.management.ObjectName$Property","8,088 B (0%)","337 (0%)"
"org.apache.tomcat.util.buf.CharChunk","8,064 B (0%)","168 (0%)"
"org.apache.tomcat.util.buf.MessageBytes","7,968 B (0%)","166 (0%)"
"java.util.concurrent.CopyOnWriteArraySet","7,920 B (0%)","495 (0.1%)"
"org.springframework.beans.factory.support.MethodOverrides","7,872 B (0%)","492 (0.1%)"
"org.apache.logging.slf4j.SLF4JLogger","7,872 B (0%)","246 (0%)"
"jdk.internal.reflect.DelegatingMethodAccessorImpl","7,840 B (0%)","490 (0.1%)"
"com.sun.proxy.$Proxy40","7,616 B (0%)","476 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap$Segment$$Lambda$85.0x0000000100178840","7,424 B (0%)","232 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap$1","7,424 B (0%)","232 (0%)"
"jdk.internal.org.objectweb.asm.ClassWriter","7,392 B (0%)","42 (0%)"
"org.thymeleaf.engine.CloseElementTag","7,344 B (0%)","153 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionOutcome","7,296 B (0%)","304 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcome","7,296 B (0%)","304 (0%)"
"java.lang.ThreadLocal$ThreadLocalMap$Entry","7,264 B (0%)","227 (0%)"
"jdk.internal.org.objectweb.asm.Label","7,168 B (0%)","112 (0%)"
"org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Segment","7,168 B (0%)","128 (0%)"
"jdk.internal.math.FloatingDecimal$ASCIIToBinaryBuffer","7,040 B (0%)","220 (0%)"
"org.thymeleaf.engine.HTMLAttributeDefinition","7,040 B (0%)","220 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap$Segment[]","6,960 B (0%)","87 (0%)"
"org.h2.value.ValueString","6,960 B (0%)","290 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConvertersForPair","6,864 B (0%)","429 (0%)"
"java.lang.reflect.Parameter","6,800 B (0%)","170 (0%)"
"org.springframework.core.SerializableTypeWrapper$MethodParameterTypeProvider","6,720 B (0%)","210 (0%)"
"sun.rmi.transport.StreamRemoteCall","6,600 B (0%)","165 (0%)"
"java.io.ObjectOutputStream$BlockDataOutputStream","6,600 B (0%)","165 (0%)"
"org.thymeleaf.processor.element.IElementProcessor[]","6,584 B (0%)","378 (0%)"
"java.util.WeakHashMap","6,576 B (0%)","137 (0%)"
"java.util.Arrays$ArrayList","6,480 B (0%)","270 (0%)"
"javax.management.ObjectName","6,464 B (0%)","202 (0%)"
"antlr.ANTLRHashString","6,432 B (0%)","201 (0%)"
"org.h2.expression.function.FunctionInfo","6,400 B (0%)","200 (0%)"
"java.lang.Thread","6,392 B (0%)","17 (0%)"
"javax.management.ImmutableDescriptor","6,384 B (0%)","266 (0%)"
"java.io.DataInputStream","6,336 B (0%)","198 (0%)"
"java.util.concurrent.ConcurrentHashMap$TreeNode","6,336 B (0%)","132 (0%)"
"java.io.ObjectStreamClass$ClassDataSlot","6,312 B (0%)","263 (0%)"
"org.h2.value.Value[]","6,272 B (0%)","85 (0%)"
"java.lang.Short","6,160 B (0%)","385 (0%)"
"java.io.ObjectInputStream$PeekInputStream","6,144 B (0%)","192 (0%)"
"java.io.ObjectInputStream$HandleTable","6,144 B (0%)","192 (0%)"
"org.h2.mvstore.RootReference","6,104 B (0%)","109 (0%)"
"org.springframework.core.annotation.AnnotationTypeMappings[]","6,064 B (0%)","225 (0%)"
"org.springframework.core.annotation.MergedAnnotation[]","6,032 B (0%)","224 (0%)"
"jdk.internal.loader.AbstractClassLoaderValue$Sub","6,000 B (0%)","250 (0%)"
"java.util.Collections$UnmodifiableRandomAccessList","6,000 B (0%)","250 (0%)"
"org.springframework.beans.MutablePropertyValues","5,976 B (0%)","249 (0%)"
"java.security.Principal[]","5,968 B (0%)","373 (0%)"
"java.security.ProtectionDomain$Key","5,968 B (0%)","373 (0%)"
"org.apache.logging.log4j.message.DefaultFlowMessageFactory","5,952 B (0%)","248 (0%)"
"org.jboss.logging.Log4j2Logger","5,880 B (0%)","245 (0%)"
"java.lang.invoke.MethodHandle[]","5,872 B (0%)","94 (0%)"
"jdk.internal.org.objectweb.asm.ByteVector","5,736 B (0%)","239 (0%)"
"java.util.ImmutableCollections$Set12","5,688 B (0%)","237 (0%)"
"antlr.ASTPair","5,688 B (0%)","237 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap$TaskOption[]","5,632 B (0%)","234 (0%)"
"org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet[]","5,632 B (0%)","215 (0%)"
"java.util.jar.Attributes$Name","5,568 B (0%)","232 (0%)"
"com.sun.jmx.mbeanserver.ConvertingMethod","5,568 B (0%)","174 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterAdapter","5,536 B (0%)","173 (0%)"
"java.util.Collections$SingletonList","5,520 B (0%)","230 (0%)"
"org.thymeleaf.standard.processor.StandardRemovableAttributeTagProcessor","5,432 B (0%)","97 (0%)"
"org.springframework.core.annotation.MergedAnnotationsCollection","5,376 B (0%)","224 (0%)"
"org.thymeleaf.engine.Attribute","5,376 B (0%)","112 (0%)"
"org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$HashEntry[]","5,376 B (0%)","128 (0%)"
"java.lang.reflect.TypeVariable[]","5,344 B (0%)","280 (0%)"
"java.io.ObjectInputStream$FieldValues","5,328 B (0%)","222 (0%)"
"java.util.logging.LogManager$LogNode","5,312 B (0%)","166 (0%)"
"java.io.ObjectStreamClass$ClassDataSlot[]","5,296 B (0%)","219 (0%)"
"sun.rmi.transport.Transport$1","5,280 B (0%)","165 (0%)"
"sun.rmi.transport.Transport$$Lambda$297.0x000000010033e840","5,280 B (0%)","330 (0%)"
"com.fasterxml.jackson.databind.type.ClassKey","5,280 B (0%)","220 (0%)"
"org.springframework.data.util.Lazy","5,232 B (0%)","218 (0%)"
"java.lang.Byte","5,200 B (0%)","325 (0%)"
"jdk.internal.reflect.ConstantPool","5,184 B (0%)","324 (0%)"
"org.hibernate.engine.jdbc.spi.TypeInfo","5,152 B (0%)","92 (0%)"
"org.springframework.http.MediaType","5,088 B (0%)","159 (0%)"
"java.util.StringJoiner","5,080 B (0%)","127 (0%)"
"java.nio.HeapCharBuffer","5,040 B (0%)","105 (0%)"
"java.lang.annotation.Annotation[]","5,040 B (0%)","247 (0%)"
"java.util.LinkedHashMap$LinkedValueIterator","4,960 B (0%)","155 (0%)"
"sun.nio.fs.WindowsFileAttributes","4,928 B (0%)","77 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionMessage","4,864 B (0%)","304 (0%)"
"org.springframework.util.LinkedCaseInsensitiveMap$1","4,864 B (0%)","76 (0%)"
"java.util.zip.ZipFile$Source","4,864 B (0%)","76 (0%)"
"java.util.jar.JarFile","4,864 B (0%)","76 (0%)"
"org.springframework.core.annotation.AnnotationTypeMapping[]","4,824 B (0%)","181 (0%)"
"org.springframework.core.type.classreading.SimpleAnnotationMetadata","4,816 B (0%)","86 (0%)"
"com.sun.beans.util.Cache$Kind$Soft","4,800 B (0%)","100 (0%)"
"java.net.URI","4,800 B (0%)","60 (0%)"
"org.thymeleaf.engine.HTMLElementName","4,760 B (0%)","119 (0%)"
"java.util.logging.Logger","4,760 B (0%)","85 (0%)"
"java.io.FileCleanable","4,704 B (0%)","84 (0%)"
"java.io.ObjectInputStream$FieldValues[]","4,680 B (0%)","195 (0%)"
"org.apache.tomcat.util.threads.TaskThread","4,608 B (0%)","12 (0%)"
"java.util.regex.Matcher","4,608 B (0%)","64 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment","4,608 B (0%)","96 (0%)"
"java.lang.module.ModuleDescriptor$Requires","4,608 B (0%)","144 (0%)"
"sun.reflect.generics.repository.MethodRepository","4,600 B (0%)","115 (0%)"
"org.springframework.core.type.classreading.SimpleMethodMetadataReadingVisitor$Source","4,512 B (0%)","141 (0%)"
"org.springframework.core.type.classreading.SimpleMethodMetadata","4,512 B (0%)","141 (0%)"
"java.lang.Character$UnicodeBlock","4,496 B (0%)","281 (0%)"
"java.math.BigInteger","4,440 B (0%)","111 (0%)"
"org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets","4,344 B (0%)","181 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node","4,320 B (0%)","135 (0%)"
"java.lang.invoke.InnerClassLambdaMetafactory","4,264 B (0%)","41 (0%)"
"org.springframework.boot.web.server.MimeMappings$Mapping","4,224 B (0%)","176 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcomes","4,080 B (0%)","255 (0%)"
"com.sun.beans.introspect.PropertyInfo","4,080 B (0%)","102 (0%)"
"java.rmi.server.ObjID","4,056 B (0%)","169 (0%)"
"java.io.FileDescriptor","4,040 B (0%)","101 (0%)"
"sun.rmi.transport.ObjectEndpoint","4,032 B (0%)","168 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$PrivilegedOperation","3,960 B (0%)","165 (0%)"
"java.io.ObjectOutputStream$ReplaceTable","3,960 B (0%)","165 (0%)"
"org.apache.logging.log4j.message.ParameterizedMessageFactory","3,952 B (0%)","247 (0%)"
"sun.reflect.generics.tree.MethodTypeSignature","3,936 B (0%)","123 (0%)"
"java.lang.Thread[]","3,928 B (0%)","31 (0%)"
"org.apache.logging.log4j.message.MessageFormatMessageFactory","3,920 B (0%)","245 (0%)"
"sun.nio.fs.WindowsPath","3,880 B (0%)","97 (0%)"
"java.util.LinkedHashMap$LinkedEntryIterator","3,872 B (0%)","121 (0%)"
"java.util.Collections$1","3,840 B (0%)","160 (0%)"
"java.util.HashMap$Values","3,840 B (0%)","240 (0%)"
"java.lang.module.ModuleDescriptor","3,840 B (0%)","60 (0%)"
"java.lang.ThreadLocal$ThreadLocalMap$Entry[]","3,824 B (0%)","35 (0%)"
"sun.reflect.generics.reflectiveObjects.TypeVariableImpl","3,808 B (0%)","119 (0%)"
"org.thymeleaf.engine.HTMLElementDefinition","3,776 B (0%)","118 (0%)"
"java.util.ArrayDeque","3,768 B (0%)","157 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$LIRSHashEntry","3,752 B (0%)","67 (0%)"
"java.util.concurrent.CopyOnWriteArrayList$COWIterator","3,744 B (0%)","156 (0%)"
"java.io.ObjectStreamField[]","3,736 B (0%)","130 (0%)"
"com.sun.jmx.mbeanserver.MXBeanMapping[]","3,712 B (0%)","185 (0%)"
"java.lang.management.ThreadInfo[]","3,672 B (0%)","27 (0%)"
"jdk.internal.loader.URLClassPath$JarLoader","3,648 B (0%)","76 (0%)"
"org.springframework.core.convert.TypeDescriptor$AnnotatedElementAdapter","3,624 B (0%)","151 (0%)"
"java.lang.ClassNotFoundException","3,600 B (0%)","90 (0%)"
"java.util.concurrent.ConcurrentHashMap$KeyIterator","3,584 B (0%)","64 (0%)"
"org.h2.engine.Session","3,552 B (0%)","12 (0%)"
"java.util.zip.Inflater$InflaterZStreamRef","3,528 B (0%)","147 (0%)"
"org.springframework.core.convert.TypeDescriptor","3,528 B (0%)","147 (0%)"
"java.util.ImmutableCollections$SetN","3,528 B (0%)","147 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap","3,480 B (0%)","87 (0%)"
"java.util.logging.Logger$ConfigurationData","3,440 B (0%)","86 (0%)"
"org.h2.table.MetaTable","3,432 B (0%)","33 (0%)"
"javax.management.openmbean.OpenMBeanAttributeInfoSupport","3,392 B (0%)","53 (0%)"
"jdk.internal.module.ServicesCatalog$ServiceProvider","3,312 B (0%)","138 (0%)"
"java.util.ResourceBundle$CacheKey","3,312 B (0%)","46 (0%)"
"java.security.Provider$ServiceKey","3,312 B (0%)","138 (0%)"
"jdk.internal.module.ModuleReferenceImpl","3,304 B (0%)","59 (0%)"
"org.thymeleaf.standard.processor.StandardDOMEventAttributeTagProcessor","3,264 B (0%)","68 (0%)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo","3,200 B (0%)","80 (0%)"
"jdk.internal.loader.BuiltinClassLoader$1","3,168 B (0%)","99 (0%)"
"java.security.Permissions","3,104 B (0%)","97 (0%)"
"java.util.concurrent.ConcurrentHashMap$ValueIterator","3,080 B (0%)","55 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$LIRS","3,072 B (0%)","64 (0%)"
